Company Name,Industry,Address,City,State,ZIP,Contact First Name,Contact Middle Initial,Contact Last Name,Phone,Birthdate,Email,Account Code,National ID,Creation Date,Modify Date,Demo Reference
Lilly Chinese Fast Food,Luaus,7201 Westbank Expy,mARRERO,LA,70072-2449,Nhi,A,Le,(332) 506-5256,22/02/1969,nle@lillychinesefastfood.com,<5256-2449/Le>,230-31-5796,12/15/08,05/18/01,
Road Department,Transportation regulation administration,76 N Main St,kANAB,Utah,84741-3209,Lou,B,Pratt,(493) 921-8608,28/04/1978,lpratt@roaddepartment.com,<8608-3209/Pra>,251-47-7906,08/26/02,04/06/10,
Donalds Donuts,"Retail bakeries, nec",777 Sheldon Rd Ste E,cHANNELVIEW,TX,77530-3509,Dol,D,Seng,(964) 155-1162,08/12/1957,dseng@donaldsdonuts.com,<1162-3509/Sen>,120-20-4567,05/06/96,12/16/03,
Kane County Visitor Info Ctr,Business Services Nec,78 S 100 E,kANAB,Utah,84741-3540,Ted,W,Hallisey,(157) 109-1529,10/12/1958,thallisey@kanecountyvisitorinfoctr.com,<1529-3540/Hal>,539-97-4357,03/25/05,11/03/12,
Dingho Restaurant,Auctioneers,7900 Watson Rd,sAINT LOUIS,MO,63119-5411,Nhi,S,Trant,(434) 210-4644,21/06/1967,ntrant@dinghorestaurant.com,<4644-5411/Tra>,379-81-5307,12/04/98,07/15/06,
A G Edwards & Sons Inc,Security brokers and dealers,7925 N Wickham Rd Ste A,mELBOURNE,FL,32940-8211,Tom,J,Bedor,(558) 964-2332,20/02/1961,tbedor@agedwards&sonsinc.com,<2332-8211/Bed>,525-06-2011,10/23/07,03/25/00,
Papago Printing Company,"Printers-Glass, Metal, Plastic, Etc",801 W Washington St,pHOENIX,Arizona,85007-2989,Don,Y,Hoffman,(760) 521-5653,26/03/1970,dhoffman@papagoprintingcompany.com,<5653-2989/Hof>,620-86-3480,07/03/01,02/11/09,
Energy Concepts Inc,Air Conditioning Contractors & Systems,8312 E Plymouth,mESA,Arizona,85207-9794,Ray,D,Kalmbach,(309) 334-9267,16/02/1980,rkalmbach@energyconceptsinc.com,<9267-9794/Kal>,456-18-0168,03/14/95,10/23/02,
Dan Allen Well Drilling Inc,Water well drilling contractor,8472 Columbia Rd SW,pATASKALA, Ohio,43062-9278,Dan,S,Allen,(340) 210-4449,08/12/1966,dallen@danallenwelldrillinginc.com,<4449-9278/All>,547-48-0970,01/31/04,09/11/11,
Woods Landing Bar & Restaurant,Drinking places,9 State Highway 10,jELM,WY,82063-9224,Sue,E,Spencer,(780) 830-2135,07/08/1960,sspencer@woodslandingbar&restaurant.com,<2135-9224/Spe>,831-89-0175,10/11/97,05/22/05,
Palmer Engineering & Dev,Engineering-Job Shops,90 E 100 S Ste 201,sT GEORGE,Utah,84770-3463,Rom,,Larsen,(265) 943-0181,02/04/1955,rlarsen@palmerengineering&dev.com,<0181-3463/Lar>,182-35-9020,08/30/06,01/31/99,
Reliance Electric,Electric Contractors∏,1065 W Utah Ave,Híldale,UT,84784-0000,Tom,Edward ,Cox,(784) 803-0762,03/11/1956,tcox3712@gmail.com,<0762-0000/Cox>,489-44-5642,12/06/94,09/01/97,1. National ID Match 2
Arts Ice,Snack Products,902 River Rd,rEDFIELD,AR,72132-9592,Art,,Lockhart,(424) 989-9692,16/04/1981,alockhart@artsice.com,<9692-9592/Loc>,735-52-0212,05/10/00,12/20/07,
Bob Oliva Creative Svc,Graphic Services,905 W Mcdowell Rd,pHOENIX,Arizona,85007-1729,Bob,A,Oliva,(752) 506-5464,18/09/1969,boliva@bobolivacreativesvc.com,<5464-1729/Oli>,176-00-1987,03/29/09,08/30/01,
Farmer Butler Leavitt,Insurance,919 N 1st St,pHOENIX,Arizona,85004-1902,Jim,B,Farmer,(340) 634-9793,26/07/1981,jfarmer@farmerbutlerleavitt.com,<9793-1902/Far>,812-08-3636,12/08/02,07/19/10,
Ruby's Inn Chevron,Service Stations-Gasoline & Oil,Highway 63,bRYCE CANYON,Utah,84717-0000,Rod,D,Syrett,(979) 387-8215,31/03/1977,rsyrett@ruby'sinnchevron.com,<8215-0000/Syr>,63-61-1305,08/18/96,03/29/04,
Printing & Graphics,Commercial printer,P.O. BOX 1466,mESA,Arizona,85211-1466,Tim,W,Dougherty,(702) 375-1372,06/07/1958,tdougherty@printing&graphics.com,<1372-1466/Dou>,946-40-8688,07/07/05,12/08/97,
Education Marketing Solutions,Business service,1 N Main St,sT GEORGE,Utah,84770-3447,Ryan,S,Kohler,(235) 794-7994,22/08/1976,rkohler@educationmarketingsolutions.com,<7994-3447/Koh>,561-92-7899,03/18/99,10/27/06,
John's Hair Stylists,Beauty Salons,10 W Main St,fORT LORAMIE, Ohio,45845-0000,John,J,Holtvogt,(698) 904-9979,28/01/1982,jholtvogt@john'shairstylists.com,<9979-0000/Hol>,518-32-8055,02/04/08,07/07/00,
Shadow Golf,Golf Equipment & Supplies-Retail,1000 W Main St # 130,dOTHAN,AL,36301-1407,Kitt,Y,Thomley,(649) 100-7272,31/08/1974,kthomley@shadowgolf.com,<7272-1407/Tho>,192-85-4034,10/15/01,05/26/09,
SSOE Inc,Architects,1001 Madison Ave,tOLEDO, Ohio,43624-1585,Tony,D,Damon,(907) 311-3539,11/06/1964,tdamon@ssoeinc.com,<3539-1585/Dam>,182-92-2882,06/26/95,02/04/03,
Ciity Midlothian Police Dept,State Government-Police,101 W Avenue F,mIDLOTHIAN,TX,76065-2924,John,S,Spann,(167) 155-0209,30/04/1955,jspann@ciitymidlothianpolicedept.com,<0209-2924/Spa>,994-74-8874,05/14/04,12/24/11,
American Marketing Media,Marketing Programs & Services,10110 Usa Today Way,mIRAMAR,FL,33025-3903,Boon,E,Tirasitipol,(370) 120-6780,26/04/1973,btirasitipol@americanmarketingmedia.com,<6780-3903/Tir>,310-39-0439,01/23/98,09/03/05,
Kingswood Collision Ctr,Automobile Body-Repairing & Painting,1015 W Broadway Rd,mESA,Arizona,85210-8473,Bill,,Baum,(331) 739-4908,11/03/1968,bbaum@kingswoodcollisionctr.com,<4908-8473/Bau>,337-80-1450,12/12/06,05/15/99,
Kings X,Bars,1027 E 5th Ave,aNCHORAGE,AK,99501-2738,Nick,,Jurasik,(217) 936-5101,20/09/1968,njurasik@kingsx.com,<5101-2738/Jur>,448-17-6653,08/22/00,04/02/08,
NIF Governmental Inc,Insurance,103 Spring Valley Rd,pARK RIDGE,NJ,07656-1856,Tony,A,Kawki,(199) 689-3288,04/10/1963,tkawki@nifgovernmentalinc.com,<3288-1856/Kaw>,480-16-3274,07/11/09,12/12/01,
Hertz Rent A Car,Automobile Renting,10400 N 25th Ave # 2,pHOENIX,Arizona,85021-1661,Hani,B,Tannous,(947) 722-3946,23/07/1965,htannous@hertzrentacar.com,<3946-1661/Tan>,198-69-8791,03/22/03,10/31/10,
Automotive Air Inc,Radiators-Automotive-Wholesale,1045 King St,cOCOA,FL,32922-8615,Paul,D,Holzknecht,(604) 984-0286,16/07/1955,pholzknecht@automotiveairinc.com,<0286-8615/Hol>,500-36-1878,11/30/96,07/11/04,
Events To Go Inc,Portrait studio,105 Buchanan Ave,cAPE CANAVERAL,FL,32920-3201,John,W,Trudeau,(333) 887-1328,23/05/1958,jtrudeau@eventstogoinc.com,<1328-3201/Tru>,745-66-2236,10/19/05,03/22/98,
Murphy's Liquor Store,Wines-Retail,106 Vervalen St,cLOSTER,NJ,07624-2613,Rick,S,Jaggi,(185) 251-7968,27/07/1976,rjaggi@murphy'sliquorstore.com,<7968-2613/Jag>,24-56-1891,06/30/99,02/08/07,
Field  Inc,Safes & Vaults-Opening & Repairing,1060 Crows Wing Way,iVINS,Utah,84738-6364,Pete,J,Field,(144) 167-9470,06/09/1980,pfield@fieldinc.com,<9470-6364/Fie>,194-94-8260,05/18/08,10/19/00,
Reliance Lighting,Lighting Fixtures-Wholesale,1065 W Utah Ave,hILDALE,Utah,84784-0000,Tara,Y,Barlow,(960) 103-4480,08/01/1967,tbarlow@reliancelighting.com,<4480-0000/Bar>,682-67-5531,01/27/02,09/07/09,
Copper King Elementary School,Schools,10730 W Campbell Ave,pHOENIX,Arizona,85037-5400,Jane,D,Byrne,(658) 543-9629,12/02/1981,jbyrne@copperkingelementaryschool.com,<9629-5400/Byr>,79-29-6221,10/08/95,05/19/03,
J&K Masonry Inc,Masonry contractor,10914 SW Hawk View Cir,sTUART,FL,34997-2711,Jeff,S,Onus,(494) 152-2297,16/01/1961,jonus@j&kmasonryinc.com,<2297-2711/Onu>,635-11-2084,08/26/04,04/06/12,
Brooks Hardware,Retailer of hardware,110 E 47th St,cHICAGO,IL,60653-3807,Mofy,E,Marketwalla,(140) 893-2012,06/04/1960,mmarketwalla@brookshardware.com,<2012-3807/Mar>,31-22-5511,05/07/98,12/16/05,
Radio Station Wmuf,Radio broadcast station,110 India Rd,pARIS,TN,38242-7565,Gary,,Benton,(559) 357-0613,07/06/1956,gbenton@radiostationwmuf.com,<0613-7565/Ben>,887-14-2685,03/26/07,08/27/99,
Carnegie Center,Museums,1101 W Washington St,pHOENIX,Arizona,85007-2925,Jane,,Kolde,(312) 753-7683,16/10/1975,jkolde@carnegiecenter.com,<7683-2925/Kol>,453-47-1113,12/04/00,07/15/08,
Hairlights,Beauty Salons,1102 E University Dr # 2,mESA,Arizona,85203-8056,Judy,A,Markos,(915) 143-8098,04/12/1976,jmarkos@hairlights.com,<8098-8056/Mar>,319-85-2136,10/23/09,03/26/02,
Ms Concrete Inc,Concrete contractor,1102 N Airport Rd,cEDAR CITY,Utah,84720-8429,Mike,B,Stubbs,(121) 233-6851,06/07/1973,mstubbs@msconcreteinc.com,<6851-8429/Stu>,156-53-2940,07/04/03,02/12/11,
A Z Hot Shots Imaging Inc,Screen Printing,11029 N 24th Ave # 801,pHOENIX,Arizona,85029-4710,Rich,D,Engle,(553) 238-4731,16/09/1967,rengle@azhotshotsimaginginc.com,<4731-4710/Eng>,116-45-5280,03/14/97,10/23/04,
Interpia,Internet Service,11042 Magnolia St,gARDEN GROVE,CA,92841-1028,John,W,Kim,(367) 319-3679,29/10/1964,jkim@interpia.com,<3679-1028/Kim>,873-11-3162,01/31/06,07/04/98,
Downhome Productions,Theatrical/Stage Lighting Equip (Whol),1112 Eaglecrest St,nIXA,MO,65714-8476,Mark,S,West,(982) 032-9694,18/04/1981,mwest@downhomeproductions.com,<9694-8476/Wes>,87-79-7086,10/12/99,05/23/07,
Sarah's Hallmark,Gift Shops,1112 N Higley Rd # 103,mESA,Arizona,85205-6436,Jack,J,Babicke,(304) 188-6717,22/02/1973,jbabicke@sarah'shallmark.com,<6717-6436/Bab>,297-06-6866,08/30/08,01/31/01,
Fx Hunt Club Inc,Investors Nec,1117 S Washington St,nEW ULM,MN,56073-3519,Mike,Y,Both,(655) 887-1252,08/03/1958,mboth@fxhuntclubinc.com,<1252-3519/Bot>,373-63-2364,05/11/02,12/20/09,
Joyce's Beauty & Barber Salon,Beauty Salons,112 17th St N,bIRMINGHAM,AL,35203-2027,Mary,D,Lockhart,(733) 555-2338,26/02/1961,mlockhart@joyce'sbeauty&barbersalon.com,<2338-2027/Loc>,343-74-7226,01/20/96,08/31/03,
WYXI,Advertising-Radio,112 E Madison Ave,aTHENS,TN,37303-3644,Mark,S,Lefler,(316) 620-2632,17/12/1961,mlefler@wyxi.com,<2632-3644/Lef>,949-05-7423,12/08/04,07/19/12,
Knowledge Learning Corporation,Child day care service,1122 S 322nd Pl,fEDERAL WAY,WA,98003-8472,Keri,E,Burks,(638) 651-7977,05/08/1976,kburks@knowledgelearningcorporation.com,<7977-8472/Bur>,454-67-7508,08/19/98,03/30/06,
JPE Floor Coverings,Retailer of floor covering,1123 S River Rd,cOCHRANE,WI,54622-7309,Jeff,,Peck,(987) 274-0438,15/12/1955,jpeck@jpefloorcoverings.com,<0438-7309/Pec>,662-05-9839,07/08/07,12/09/99,
Kurt Vanderslice,"Insurance agents, brokers and service",1141 W State St Ste 6c,hURRICANE,Utah,84737-2077,Kurt,,Vanderslice,(640) 496-7483,30/03/1975,kvanderslice@kurtvanderslice.com,<7483-2077/Van>,871-56-9505,03/18/01,10/27/08,
Printing Inc,Acoustical Materials,11520 E Marguerite Ave,mESA,Arizona,85208-5524,John,A,Daniels,(228) 496-9842,13/09/1981,jdaniels@printinginc.com,<9842-5524/Dan>,914-97-2194,02/04/10,07/08/02,
DFw Distributor Petro Inc,Service Station Equipment (Wholesale),1157 Easton Rd Ste 103,dALLAS,TX,75218-2373,Sami,B,Ebrahim,(451) 450-3657,07/10/1964,sebrahim@dfwdistributorpetroinc.com,<3657-2373/Ebr>,631-43-9911,10/16/03,05/27/11,
Johns Painting Decorating,Painting/paper hanging contractor,117 E Tanya Rd,pHOENIX,Arizona,85086-9252,John,D,Anderson,(416) 191-6811,27/05/1973,janderson@johnspaintingdecorating.com,<6811-9252/And>,985-53-5037,06/26/97,02/04/05,
McDonalds,Ice Cream Parlors,1178 Route 9,wAPPINGERS FALLS,NY,12590-4967,Paul,W,Trefz,(704) 522-2465,03/07/1961,ptrefz@mcdonalds.com,<2465-4967/Tre>,463-52-9117,05/15/06,10/16/98,
Surry County Parks & Rec,Parks,118 Hamby Rd,dOBSON,NC,27017-8471,Mike,S,Wetzel,(811) 307-7339,06/11/1974,mwetzel@surrycountyparks&rec.com,<7339-8471/Wet>,998-25-8284,01/24/00,09/04/07,
Mike Moore,Attorneys,11811 N Tatum Blvd,pHOENIX,Arizona,85028-1614,Mike,J,Moore,(159) 180-5753,04/07/1970,mmoore@mikemoore.com,<5753-1614/Moo>,829-68-1265,12/12/08,05/15/01,
Ha Ha China Restaurant,Luaus,11849 N Saguaro Blvd,fOUNTAIN HILLS,Arizona,85268-4631,Ruen,Y,Tzyh,(378) 664-7886,06/05/1976,rtzyh@hahachinarestaurant.com,<7886-4631/Tzy>,348-31-6714,08/23/02,04/03/10,
Rent Your Fun Rv Rentals,Recreational Vehicles-Renting & Leasing,1189 S Jones Rd,mONROE,Utah,84754-4528,Milo,D,Medley,(883) 686-0729,01/10/1956,mmedley@rentyourfunrvrentals.com,<0729-4528/Med>,127-41-9586,05/03/96,12/13/03,
Luv Homes,Mobile Homes-Dealers,1204 Pvh Quality Way,jONESVILLE,NC,28642-9276,Lane,S,Harrell,(103) 292-9137,09/10/1979,lharrell@luvhomes.com,<9137-9276/Har>,121-31-7784,03/22/05,10/31/12,
Shelby County United Way,Social Service & Welfare Organizations,121 E North St,sIDNEY, Ohio,45365-2709,Iddy,E,Andrews,(262) 901-9925,05/12/1981,iandrews@shelbycountyunitedway.com,<9925-2709/And>,52-01-1544,12/01/98,07/12/06,
Johns Auto Shoppe,General automotive repair service,1210 N Western Ave,oKLAHOMA CITY,OK,73106-6824,John,,Ahooei,(920) 494-2295,14/01/1961,jahooei@johnsautoshoppe.com,<2295-6824/Aho>,755-18-1125,10/20/07,03/22/00,
Albertsons Food & Drug,Retailer of groceries,1215 Allen Dr,gRAND ISLAND,NE,68803-3333,Jeep,,Kurtz,(838) 074-9959,08/01/1982,jkurtz@albertsonsfood&drug.com,<9959-3333/Kur>,871-98-1458,06/30/01,02/08/09,
Gvh Laboratory Services,Medical laboratory,1215 E Court St,sEGUIN,TX,78155-5129,Nori,,Grossman,(859) 904-8929,15/03/1979,ngrossman@gvhlaboratoryservices.com,<8929-5129/Gro>,257-57-2606,03/11/95,10/20/02,
Envirnmntal Qulty Wyoming Dept,Air/water/waste management administration,122 W 25th St Third Flr W,cHEYENNE,WY,82002-0001,Rick,,Chancellor,(183) 152-0428,05/12/1955,rchancellor@envirnmntalqultywyomingdept.com,<0428-0001/Cha>,301-35-7868,01/28/04,09/08/11,
Stealth Acoustics,Speakers-Wholesale,1224 Anderson Rd,mT VERNON,WA,98274-7615,Paul,,Hagman,(226) 022-4682,29/07/1967,phagman@stealthacoustics.com,<4682-7615/Hag>,211-48-4898,10/08/97,05/19/05,
Kates Hot Air Balloons,Manufacturer of aircraft,1230 Johnson Rd,wOODBRIDGE,CT,06525-2019,Kate,,Pegnataro,(766) 767-2989,09/12/1962,kpegnataro@kateshotairballoons.com,<2989-2019/Peg>,707-01-7363,08/27/06,01/28/99,
KILAKILAZ.COM,Internet Service,1234 10th St,sANTA MONICA,CA,90401-1926,Ryan,,Egner,(461) 241-4044,29/10/1965,regner@kilakilaz.com.com,<4044-1926/Egn>,410-38-4177,05/07/00,12/17/07,
Financial Fitness Centers Amer,Aerobics,1240 E 100 S Ste 2,sT GEORGE,Utah,84790-3070,Nick,,Lang,(457) 835-7810,20/02/1976,nlang@financialfitnesscentersamer.com,<7810-3070/Lan>,581-00-3043,03/26/09,08/27/01,
FDB Construction,Single-family homes contractor,1240 Southridge Ct # 101,hURST,TX,76053-4306,Fred,,Ballinger,(737) 556-9054,18/07/1979,fballinger@fdbconstruction.com,<9054-4306/Bal>,723-23-5568,12/05/02,07/16/10,
Domino's Pizza,Restaurants,1241 E Chandler Blvd # 125,pHOENIX,Arizona,85048-4605,Bill,,Drouillard,(485) 622-6151,06/08/1971,bdrouillard@domino'spizza.com,<6151-4605/Dro>,643-52-1089,08/15/96,03/26/04,
Credit Collect,Collection Agencies,125 Belmont Ave,cLARKS GREEN,PA,18411-1101,Ceil,,Rydzewski,(251) 650-1812,19/09/1959,crydzewski@creditcollect.com,<1812-1101/Ryd>,581-76-4359,07/04/05,12/05/97,
Tully Co / A J Pegno Corp JV,"Highway and street construction, nec",12750 Northern Blvd,cORONA,NY,11368-1520,John,,Pegno,(377) 998-4194,28/03/1966,jpegno@tullyco/ajpegnocorpjv.com,<4194-1520/Peg>,894-62-8776,03/15/99,10/24/06,
Peek-A-Boo Blinds and Drap,Retailer of draperies and upholstries,12772 43rd St Ne,sAINT MICHAEL,MN,55376-8477,Jody,,Tersch,(242) 989-3563,05/07/1964,jtersch@peek-a-booblindsanddrap.com,<3563-8477/Ter>,297-17-0660,02/01/08,07/04/00,
Arkansas Concrete,Manufacturer of ready-mixed concrete,128 Highway 64 E,wYNNE,AR,72396-7455,Mark,,Colquitt,(517) 084-8999,24/05/1979,mcolquitt@arkansasconcrete.com,<8999-7455/Col>,693-82-2307,10/12/01,05/23/09,
Circle K Store,Snack Products,12806 N 28th Dr,pHOENIX,Arizona,85029-1338,Mike,,Ericson,(296) 612-2439,07/06/1961,mericson@circlekstore.com,<2439-1338/Eri>,773-96-9482,06/23/95,02/01/03,
Broukal's Food & Spirit,Bars,12924 Western Ave,bLUE ISLAND,IL,60406-2405,Jean,,Broukal,(419) 735-4888,20/02/1968,jbroukal@broukal'sfood&spirit.com,<4888-2405/Bro>,246-36-4152,05/11/04,12/21/11,
Noteman Construction,Carpenter,1299 S Stewart Dr,kANAB,Utah,84741-6109,Mike,,Noteman,(200) 058-6125,11/07/1971,mnoteman@notemanconstruction.com,<6125-6109/Not>,940-84-6398,01/20/98,08/31/05,
General Labor Temporary Svc,Employment Agencies & Opportunities,13 W Baseline Rd,pHOENIX,Arizona,85041-7102,Mary,,Falk,(628) 941-7985,13/08/1976,mfalk@generallabortemporarysvc.com,<7985-7102/Fal>,87-17-4890,12/09/06,05/12/99,
Phoenix Internal Medicine,Physicians & Surgeons,1300 N 12th St # 516,pHOENIX,Arizona,85006-2849,John,,Quintana,(972) 990-5500,24/10/1969,jquintana@phoenixinternalmedicine.com,<5500-2849/Qui>,989-53-0048,08/19/00,03/30/08,
Trade Mart Sq Vision Clinic,Optometrist's office,1300 S 2nd St,gALLUP,NM,87301-5813,Paul,,Od,(209) 167-2271,21/12/1960,pod@trademartsqvisionclinic.com,<2271-5813/Od>,640-83-9987,07/08/09,12/09/01,
Belt & Pearson,Attorneys,13034 N Verde River Dr # 104,fOUNTAIN HILLS,Arizona,,John,,Belt,(458) 533-8288,12/06/1977,jbelt@belt&pearson.com,<8288-/Bel>,662-73-7176,03/19/03,10/28/10,
XEL Dental Laboratory,Laboratories-Dental,1305 15th St,lAKE CHARLES,LA,,John,,Borel,(510) 277-4210,13/04/1966,jborel@xeldentallaboratory.com,<4210-/Bor>,219-28-0903,11/27/96,07/08/04,
OBM Bearings & Supplies,Seals-Metal (Manufacturers),1307 W 2nd St,oDESSA,TX,,Joey,,Wieldman,(287) 734-8674,03/07/1978,jwieldman@obmbearings&supplies.com,<8674-/Wie>,231-28-4052,10/16/05,03/19/98,
Legacy House,Homes-Children,134 W 2025 S,sT GEORGE,Utah,,Dick,,Schanz,(439) 894-2735,30/03/1962,dschanz@legacyhouse.com,<2735-/Sch>,83-24-9815,06/27/99,02/05/07,
Parkview Christian Church,Churches,1362 S Campbell Ave,sPRINGFIELD,MO,,Tony,,Newby,(773) 942-9724,18/05/1981,tnewby@parkviewchristianchurch.com,<9724-/New>,472-34-7161,05/15/08,10/16/00,
From Hair On,Beauty Salons,13780 W Greenfield Ave # 777,bROOKFIELD,WI,,Ceil,,Schwalbach,(770) 969-0960,20/05/1957,cschwalbach@fromhairon.com,<0960-/Sch>,367-43-9530,01/24/02,09/04/09,
Maridon Dental Group,Dentists,13920 W Camino Del Sol # 1,sUN CITY WEST,Arizona,,Greg,,Davis,(209) 009-1583,02/02/1959,gdavis@maridondentalgroup.com,<1583-/Dav>,502-41-4339,10/05/95,05/16/03,
Hart Jack & Assoc,Real estate agents and managers,140 Tuacahn Dr Unit 58,iVINS,Utah,,Jack,,Hart,(428) 599-0360,28/09/1955,jhart@hartjack&assoc.com,<0360-/Har>,579-41-8240,08/23/04,04/03/12,
Cylinder Stoves,Welding,1400 N Main St # 23,cEDAR CITY,Utah,,Chad,,Lewis,(433) 430-8873,18/01/1979,clewis@cylinderstoves.com,<8873-/Lew>,380-33-5379,05/04/98,12/13/05,
Cylinder Stoves,Welding service,1400 N Main St Ste 23,cEDAR CITY,Utah,,Chad,,Lewis,(660) 312-5113,02/10/1968,clewis@cylinderstoves.com,<5113-/Lew>,533-60-1374,03/23/07,08/24/99,
Dales Farm Repair Inc,Safes & Vaults-Opening & Repairing,14028 Highway 25,pIERZ,MN,,Dale,,Saehr,(574) 064-8291,15/06/1977,dsaehr@dalesfarmrepairinc.com,<8291-/Sae>,806-49-0514,12/01/00,07/12/08,
GNJ Holdings,Jewelry-Manufacturers,14100 NW 57th Ct,hIALEAH,FL,,Eric,,Gavara,(142) 576-3035,24/01/1963,egavara@gnjholdings.com,<3035-/Gav>,135-87-7640,10/20/09,03/23/02,
Nick Terzi Plumbing & Heating,Plumbing Contractors,1414 Wallach Dr,tOMS RIVER,NJ,,Nick,,Terzi,(491) 791-3255,01/09/1963,nterzi@nickterziplumbing&heating.com,<3255-/Ter>,398-65-6081,07/01/03,02/09/11,
Elk Grove Rural Fpd,"Fire protection, nec",1415 E Algonquin Rd,aRLINGTON HEIGHTS,IL,,Gary,,Jensen,(153) 371-6641,08/12/1972,gjensen@elkgroveruralfpd.com,<6641-/Jen>,719-95-4062,03/11/97,10/20/04,
Piper Jaffray Co,Stock & Bond Brokers,14301 Fnb Pkwy # 111,oMAHA,NE,,Dale,,Kloeckner,(795) 171-7585,10/07/1975,dkloeckner@piperjaffrayco.com,<7585-/Klo>,147-51-5933,01/28/06,07/01/98,
Shop The Knife Inc,Kitchenware,1445 W Southern Ave # 1208,mESA,Arizona,,Mike,,Beuzekom,(158) 159-5023,04/07/1968,mbeuzekom@shoptheknifeinc.com,<5023-/Beu>,759-95-4157,10/09/99,05/20/07,
Gala Bus Lines Ltd,Local bus charter service,146 Wolcott St,bROOKLYN,NY,,Oleg,,Yemyashev,(788) 736-0314,13/08/1955,oyemyashev@galabuslinesltd.com,<0314-/Yem>,54-07-1610,08/27/08,01/28/01,
West Coast Windows & Exteriors,Windows,14611 N Nebraska Ave,tAMPA,FL,33613-1430,Dave,,Dollbam,(490) 251-1946,31/01/1960,ddollbam@westcoastwindows&exteriors.com,<1946-1430/Dol>,928-95-1046,05/08/02,12/17/09,
Master-Halco,Steel-Distributors & Warehouses,1475 Bessemer Dr,eL PASO,TX,79936-5916,Gary,,Leeah,(384) 440-8399,01/10/1977,gleeah@master-halco.com,<8399-5916/Lee>,529-98-0414,01/17/96,08/28/03,
US Post Office,Post Offices,14959 Buchanan Trl E,bLUE RIDGE SMT,PA,17214-9774,Lori,,Blubaugh,(205) 564-1234,18/02/1958,lblubaugh@uspostoffice.com,<1234-9774/Blu>,459-86-4157,12/05/04,07/16/12,
Brook Willow Foods Inc,"Turkeys and turkey eggs, nec",1500 Boxcar Rd,mUSKOGEE,OK,74403-6714,Carl,,Essman,(578) 928-2711,06/03/1962,cessman@brookwillowfoodsinc.com,<2711-6714/Ess>,182-15-5140,08/16/98,03/27/06,
Michaels 9505,Retailer of toys and games,1505 S Power Rd,mESA,Arizona,85206-3707,Bill,,Wehrman,(344) 990-4780,04/11/1967,bwehrman@michaels9505.com,<4780-3707/Weh>,163-34-3906,07/05/07,12/06/99,
Phoenix Dance Academy,Dancing Instruction,1509 W Thomas Rd,pHOENIX,Arizona,85015-6102,Mary,,Miller,(930) 887-5924,22/12/1970,mmiller@phoenixdanceacademy.com,<5924-6102/Mil>,958-91-9347,03/15/01,10/24/08,
Wilmington Trust Company,State Commercial Banks,151 Lantana Dr,hOCKESSIN,DE,19707-8808,Gale,,Dibble,(785) 670-5950,17/01/1971,gdibble@wilmingtontrustcompany.com,<5950-8808/Dib>,244-82-2405,02/01/10,07/05/02,
Official Fast Freight,Trucking-Motor Freight,1511 S 47th Ave # 300,pHOENIX,Arizona,85043-6112,Dave,,Hudson,(506) 875-9405,03/07/1980,dhudson@officialfastfreight.com,<9405-6112/Hud>,325-80-2500,10/13/03,05/24/11,
Mount Zion Lutheran Church,Retreat Houses,1518 S Highway 89a,kANAB,Utah,84741-3956,Marc,,Spaeth,(339) 764-0493,08/02/1956,mspaeth@mountzionlutheranchurch.com,<0493-3956/Spa>,426-21-8575,06/23/97,02/01/05,
Mount Olive College Inc,Schools-Universities & Colleges Academic,1520 GOODSON ST,gOLDSBORO,NC,27531-2184,Opey,A,Jeans,(701) 801-9582,27/12/1980,ojeans@mountolivecollegeinc.com,<9582-2184/Jea>,439-97-9992,05/12/06,10/13/98,
Holiday Inn Express Phoenix,Hotels & Motels,15221 S 50th St,pHOENIX,Arizona,85044-9102,Alan,B,Payne,(144) 171-7615,09/08/1975,apayne@holidayinnexpressphoenix.com,<7615-9102/Pay>,125-16-3385,01/21/00,09/01/07,
MRP Svc,Computer & Equipment Dealers,15546 Earlport Cir,dALLAS,TX,75248-5223,Mark,D,Powell,(950) 789-0694,27/08/1956,mpowell@mrpsvc.com,<0694-5223/Pow>,486-90-4899,12/09/08,05/12/01,
J Beth Weaver Ins Agy Inc,"Insurance agents, brokers and service",161 Lakeside Dr,hARTSVILLE,SC,29550-0406,Beth,W,Weaver,(389) 562-3258,04/09/1963,bweaver@jbethweaverinsagyinc.com,<3258-0406/Wea>,721-03-5965,08/20/02,03/31/10,
Pearl Medical Supplies,Physicians & Surgeons Equip & Supls-Whol,1618 E Washington St,cOLTON,CA,92324-4607,Mike,S,Ukpong,(845) 886-5830,19/09/1970,mukpong@pearlmedicalsupplies.com,<5830-4607/Ukp>,979-49-5815,04/30/96,12/10/03,
Landstar,"Trucking, except local, nec",1649 S 59th Ave,pHOENIX,Arizona,85043-7913,Paul,J,Hegarty,(732) 082-9572,17/12/1980,phegarty@landstar.com,<9572-7913/Heg>,112-47-7341,03/19/05,10/28/12,
Signature Group Home,"Residential care, nec",166 Vfw Rd,mORGANTON,NC,28655-9054,Todd,Y,Roper,(421) 981-9125,27/09/1979,troper@signaturegrouphome.com,<9125-9054/Rop>,667-58-3353,11/28/98,07/09/06,
